arch,hidden_size,regularizer,L,T,seed,if_mode,acc,checkpoint
fc3_h8,8,weight_decay,4,2,44,normal,69.730000,mnist-checkpoints/fc3_h8_L[4]_strict_seed44_ablation_wd_l4_fc3_h8.pth
fc3_h8,8,weight_decay,4,4,40,normal,92.400000,mnist-checkpoints/fc3_h8_L[4]_strict_seed40_ablation_wd_l4_fc3_h8.pth
fc3_h8,8,weight_decay,4,4,41,normal,86.820000,mnist-checkpoints/fc3_h8_L[4]_strict_seed41_ablation_wd_l4_fc3_h8.pth
fc3_h8,8,weight_decay,4,4,42,normal,90.440000,mnist-checkpoints/fc3_h8_L[4]_strict_seed42_ablation_wd_l4_fc3_h8.pth
fc3_h8,8,weight_decay,4,4,43,normal,90.410000,mnist-checkpoints/fc3_h8_L[4]_strict_seed43_ablation_wd_l4_fc3_h8.pth
fc3_h8,8,weight_decay,4,4,44,normal,81.020000,mnist-checkpoints/fc3_h8_L[4]_strict_seed44_ablation_wd_l4_fc3_h8.pth
fc3_h8,8,weight_decay,4,8,40,normal,92.880000,mnist-checkpoints/fc3_h8_L[4]_strict_seed40_ablation_wd_l4_fc3_h8.pth
fc3_h8,8,weight_decay,4,8,41,normal,87.240000,mnist-checkpoints/fc3_h8_L[4]_strict_seed41_ablation_wd_l4_fc3_h8.pth
fc3_h8,8,weight_decay,4,8,42,normal,90.710000,mnist-checkpoints/fc3_h8_L[4]_strict_seed42_ablation_wd_l4_fc3_h8.pth
fc3_h8,8,weight_decay,4,8,43,normal,91.080000,mnist-checkpoints/fc3_h8_L[4]_strict_seed43_ablation_wd_l4_fc3_h8.pth
fc3_h8,8,weight_decay,4,8,44,normal,82.040000,mnist-checkpoints/fc3_h8_L[4]_strict_seed44_ablation_wd_l4_fc3_h8.pth
fc3_h8,8,weight_decay,4,16,40,normal,92.980000,mnist-checkpoints/fc3_h8_L[4]_strict_seed40_ablation_wd_l4_fc3_h8.pth
fc3_h8,8,weight_decay,4,16,41,normal,87.460000,mnist-checkpoints/fc3_h8_L[4]_strict_seed41_ablation_wd_l4_fc3_h8.pth
fc3_h8,8,weight_decay,4,16,42,normal,90.680000,mnist-checkpoints/fc3_h8_L[4]_strict_seed42_ablation_wd_l4_fc3_h8.pth
fc3_h8,8,weight_decay,4,16,43,normal,91.100000,mnist-checkpoints/fc3_h8_L[4]_strict_seed43_ablation_wd_l4_fc3_h8.pth
fc3_h8,8,weight_decay,4,16,44,normal,82.430000,mnist-checkpoints/fc3_h8_L[4]_strict_seed44_ablation_wd_l4_fc3_h8.pth
fc3_h8,8,weight_decay,4,32,40,normal,93.040000,mnist-checkpoints/fc3_h8_L[4]_strict_seed40_ablation_wd_l4_fc3_h8.pth
fc3_h8,8,weight_decay,4,32,41,normal,87.590000,mnist-checkpoints/fc3_h8_L[4]_strict_seed41_ablation_wd_l4_fc3_h8.pth
fc3_h8,8,weight_decay,4,32,42,normal,90.920000,mnist-checkpoints/fc3_h8_L[4]_strict_seed42_ablation_wd_l4_fc3_h8.pth
fc3_h8,8,weight_decay,4,32,43,normal,91.300000,mnist-checkpoints/fc3_h8_L[4]_strict_seed43_ablation_wd_l4_fc3_h8.pth
fc3_h8,8,weight_decay,4,32,44,normal,82.490000,mnist-checkpoints/fc3_h8_L[4]_strict_seed44_ablation_wd_l4_fc3_h8.pth
fc3_h8,8,weight_decay,8,2,40,normal,82.490000,mnist-checkpoints/fc3_h8_L[8]_strict_seed40_ablation_wd_l8_fc3_h8.pth
fc3_h8,8,weight_decay,8,2,41,normal,39.700000,mnist-checkpoints/fc3_h8_L[8]_strict_seed41_ablation_wd_l8_fc3_h8.pth
fc3_h8,8,weight_decay,8,2,42,normal,81.520000,mnist-checkpoints/fc3_h8_L[8]_strict_seed42_ablation_wd_l8_fc3_h8.pth
fc3_h8,8,weight_decay,8,2,43,normal,61.960000,mnist-checkpoints/fc3_h8_L[8]_strict_seed43_ablation_wd_l8_fc3_h8.pth
fc3_h8,8,weight_decay,8,2,44,normal,74.290000,mnist-checkpoints/fc3_h8_L[8]_strict_seed44_ablation_wd_l8_fc3_h8.pth
fc3_h8,8,weight_decay,8,4,40,normal,89.540000,mnist-checkpoints/fc3_h8_L[8]_strict_seed40_ablation_wd_l8_fc3_h8.pth
fc3_h8,8,weight_decay,8,4,41,normal,58.910000,mnist-checkpoints/fc3_h8_L[8]_strict_seed41_ablation_wd_l8_fc3_h8.pth
fc3_h8,8,weight_decay,8,4,42,normal,89.250000,mnist-checkpoints/fc3_h8_L[8]_strict_seed42_ablation_wd_l8_fc3_h8.pth
fc3_h8,8,weight_decay,8,4,43,normal,79.790000,mnist-checkpoints/fc3_h8_L[8]_strict_seed43_ablation_wd_l8_fc3_h8.pth
fc3_h8,8,weight_decay,8,4,44,normal,84.090000,mnist-checkpoints/fc3_h8_L[8]_strict_seed44_ablation_wd_l8_fc3_h8.pth
fc3_h8,8,weight_decay,8,8,40,normal,91.060000,mnist-checkpoints/fc3_h8_L[8]_strict_seed40_ablation_wd_l8_fc3_h8.pth
fc3_h8,8,weight_decay,8,8,41,normal,73.580000,mnist-checkpoints/fc3_h8_L[8]_strict_seed41_ablation_wd_l8_fc3_h8.pth
fc3_h8,8,weight_decay,8,8,42,normal,91.210000,mnist-checkpoints/fc3_h8_L[8]_strict_seed42_ablation_wd_l8_fc3_h8.pth
fc3_h8,8,weight_decay,8,8,43,normal,82.790000,mnist-checkpoints/fc3_h8_L[8]_strict_seed43_ablation_wd_l8_fc3_h8.pth
fc3_h8,8,weight_decay,8,8,44,normal,87.980000,mnist-checkpoints/fc3_h8_L[8]_strict_seed44_ablation_wd_l8_fc3_h8.pth
fc3_h8,8,weight_decay,8,16,40,normal,91.300000,mnist-checkpoints/fc3_h8_L[8]_strict_seed40_ablation_wd_l8_fc3_h8.pth
fc3_h8,8,weight_decay,8,16,41,normal,75.850000,mnist-checkpoints/fc3_h8_L[8]_strict_seed41_ablation_wd_l8_fc3_h8.pth
fc3_h8,8,weight_decay,8,16,42,normal,91.440000,mnist-checkpoints/fc3_h8_L[8]_strict_seed42_ablation_wd_l8_fc3_h8.pth
fc3_h8,8,weight_decay,8,16,43,normal,82.760000,mnist-checkpoints/fc3_h8_L[8]_strict_seed43_ablation_wd_l8_fc3_h8.pth
fc3_h8,8,weight_decay,8,16,44,normal,87.970000,mnist-checkpoints/fc3_h8_L[8]_strict_seed44_ablation_wd_l8_fc3_h8.pth
fc3_h8,8,weight_decay,8,32,40,normal,91.420000,mnist-checkpoints/fc3_h8_L[8]_strict_seed40_ablation_wd_l8_fc3_h8.pth
fc3_h8,8,weight_decay,8,32,41,normal,76.490000,mnist-checkpoints/fc3_h8_L[8]_strict_seed41_ablation_wd_l8_fc3_h8.pth
fc3_h8,8,weight_decay,8,32,42,normal,91.340000,mnist-checkpoints/fc3_h8_L[8]_strict_seed42_ablation_wd_l8_fc3_h8.pth
fc3_h8,8,weight_decay,8,32,43,normal,82.840000,mnist-checkpoints/fc3_h8_L[8]_strict_seed43_ablation_wd_l8_fc3_h8.pth
fc3_h8,8,weight_decay,8,32,44,normal,88.240000,mnist-checkpoints/fc3_h8_L[8]_strict_seed44_ablation_wd_l8_fc3_h8.pth
fc3_h8,8,weight_decay,16,2,40,normal,85.030000,mnist-checkpoints/fc3_h8_L[16]_strict_seed40_ablation_wd_l16_fc3_h8.pth
fc3_h8,8,weight_decay,16,2,41,normal,22.000000,mnist-checkpoints/fc3_h8_L[16]_strict_seed41_ablation_wd_l16_fc3_h8.pth
fc3_h8,8,weight_decay,16,2,42,normal,53.380000,mnist-checkpoints/fc3_h8_L[16]_strict_seed42_ablation_wd_l16_fc3_h8.pth
fc3_h8,8,weight_decay,16,2,43,normal,57.480000,mnist-checkpoints/fc3_h8_L[16]_strict_seed43_ablation_wd_l16_fc3_h8.pth
fc3_h8,8,weight_decay,16,2,44,normal,61.250000,mnist-checkpoints/fc3_h8_L[16]_strict_seed44_ablation_wd_l16_fc3_h8.pth
fc3_h8,8,weight_decay,16,4,40,normal,90.890000,mnist-checkpoints/fc3_h8_L[16]_strict_seed40_ablation_wd_l16_fc3_h8.pth
fc3_h8,8,weight_decay,16,4,41,normal,34.000000,mnist-checkpoints/fc3_h8_L[16]_strict_seed41_ablation_wd_l16_fc3_h8.pth
fc3_h8,8,weight_decay,16,4,42,normal,73.900000,mnist-checkpoints/fc3_h8_L[16]_strict_seed42_ablation_wd_l16_fc3_h8.pth
fc3_h8,8,weight_decay,16,4,43,normal,76.390000,mnist-checkpoints/fc3_h8_L[16]_strict_seed43_ablation_wd_l16_fc3_h8.pth
fc3_h8,8,weight_decay,16,4,44,normal,76.600000,mnist-checkpoints/fc3_h8_L[16]_strict_seed44_ablation_wd_l16_fc3_h8.pth
fc3_h8,8,weight_decay,16,8,40,normal,92.170000,mnist-checkpoints/fc3_h8_L[16]_strict_seed40_ablation_wd_l16_fc3_h8.pth
fc3_h8,8,weight_decay,16,8,41,normal,35.400000,mnist-checkpoints/fc3_h8_L[16]_strict_seed41_ablation_wd_l16_fc3_h8.pth
fc3_h8,8,weight_decay,16,8,42,normal,82.160000,mnist-checkpoints/fc3_h8_L[16]_strict_seed42_ablation_wd_l16_fc3_h8.pth
fc3_h8,8,weight_decay,16,8,43,normal,82.650000,mnist-checkpoints/fc3_h8_L[16]_strict_seed43_ablation_wd_l16_fc3_h8.pth
fc3_h8,8,weight_decay,16,8,44,normal,81.660000,mnist-checkpoints/fc3_h8_L[16]_strict_seed44_ablation_wd_l16_fc3_h8.pth
fc3_h8,8,weight_decay,16,16,40,normal,92.460000,mnist-checkpoints/fc3_h8_L[16]_strict_seed40_ablation_wd_l16_fc3_h8.pth
fc3_h8,8,weight_decay,16,16,41,normal,43.500000,mnist-checkpoints/fc3_h8_L[16]_strict_seed41_ablation_wd_l16_fc3_h8.pth
fc3_h8,8,weight_decay,16,16,42,normal,83.460000,mnist-checkpoints/fc3_h8_L[16]_strict_seed42_ablation_wd_l16_fc3_h8.pth
fc3_h8,8,weight_decay,16,16,43,normal,83.380000,mnist-checkpoints/fc3_h8_L[16]_strict_seed43_ablation_wd_l16_fc3_h8.pth
fc3_h8,8,weight_decay,16,16,44,normal,83.000000,mnist-checkpoints/fc3_h8_L[16]_strict_seed44_ablation_wd_l16_fc3_h8.pth
fc3_h8,8,weight_decay,16,32,40,normal,92.490000,mnist-checkpoints/fc3_h8_L[16]_strict_seed40_ablation_wd_l16_fc3_h8.pth
fc3_h8,8,weight_decay,16,32,41,normal,44.790000,mnist-checkpoints/fc3_h8_L[16]_strict_seed41_ablation_wd_l16_fc3_h8.pth
fc3_h8,8,weight_decay,16,32,42,normal,83.580000,mnist-checkpoints/fc3_h8_L[16]_strict_seed42_ablation_wd_l16_fc3_h8.pth
fc3_h8,8,weight_decay,16,32,43,normal,83.530000,mnist-checkpoints/fc3_h8_L[16]_strict_seed43_ablation_wd_l16_fc3_h8.pth
fc3_h8,8,weight_decay,16,32,44,normal,83.230000,mnist-checkpoints/fc3_h8_L[16]_strict_seed44_ablation_wd_l16_fc3_h8.pth
fc3_h8,8,weight_decay,32,2,40,normal,79.220000,mnist-checkpoints/fc3_h8_L[32]_strict_seed40_ablation_wd_l32_fc3_h8.pth
fc3_h8,8,weight_decay,32,2,41,normal,31.610000,mnist-checkpoints/fc3_h8_L[32]_strict_seed41_ablation_wd_l32_fc3_h8.pth
fc3_h8,8,weight_decay,32,2,42,normal,54.770000,mnist-checkpoints/fc3_h8_L[32]_strict_seed42_ablation_wd_l32_fc3_h8.pth
fc3_h8,8,weight_decay,32,2,43,normal,57.180000,mnist-checkpoints/fc3_h8_L[32]_strict_seed43_ablation_wd_l32_fc3_h8.pth
fc3_h8,8,weight_decay,32,2,44,normal,76.490000,mnist-checkpoints/fc3_h8_L[32]_strict_seed44_ablation_wd_l32_fc3_h8.pth
fc3_h8,8,weight_decay,32,4,40,normal,89.400000,mnist-checkpoints/fc3_h8_L[32]_strict_seed40_ablation_wd_l32_fc3_h8.pth
fc3_h8,8,weight_decay,32,4,41,normal,41.510000,mnist-checkpoints/fc3_h8_L[32]_strict_seed41_ablation_wd_l32_fc3_h8.pth
fc3_h8,8,weight_decay,32,4,42,normal,77.870000,mnist-checkpoints/fc3_h8_L[32]_strict_seed42_ablation_wd_l32_fc3_h8.pth
fc3_h8,8,weight_decay,32,4,43,normal,76.940000,mnist-checkpoints/fc3_h8_L[32]_strict_seed43_ablation_wd_l32_fc3_h8.pth
fc3_h8,8,weight_decay,32,4,44,normal,84.260000,mnist-checkpoints/fc3_h8_L[32]_strict_seed44_ablation_wd_l32_fc3_h8.pth
fc3_h8,8,weight_decay,32,8,40,normal,92.080000,mnist-checkpoints/fc3_h8_L[32]_strict_seed40_ablation_wd_l32_fc3_h8.pth
fc3_h8,8,weight_decay,32,8,41,normal,61.210000,mnist-checkpoints/fc3_h8_L[32]_strict_seed41_ablation_wd_l32_fc3_h8.pth
fc3_h8,8,weight_decay,32,8,42,normal,83.770000,mnist-checkpoints/fc3_h8_L[32]_strict_seed42_ablation_wd_l32_fc3_h8.pth
fc3_h8,8,weight_decay,32,8,43,normal,82.410000,mnist-checkpoints/fc3_h8_L[32]_strict_seed43_ablation_wd_l32_fc3_h8.pth
fc3_h8,8,weight_decay,32,8,44,normal,87.470000,mnist-checkpoints/fc3_h8_L[32]_strict_seed44_ablation_wd_l32_fc3_h8.pth
fc3_h8,8,weight_decay,32,16,40,normal,92.750000,mnist-checkpoints/fc3_h8_L[32]_strict_seed40_ablation_wd_l32_fc3_h8.pth
fc3_h8,8,weight_decay,32,16,41,normal,71.010000,mnist-checkpoints/fc3_h8_L[32]_strict_seed41_ablation_wd_l32_fc3_h8.pth
fc3_h8,8,weight_decay,32,16,42,normal,84.410000,mnist-checkpoints/fc3_h8_L[32]_strict_seed42_ablation_wd_l32_fc3_h8.pth
fc3_h8,8,weight_decay,32,16,43,normal,83.610000,mnist-checkpoints/fc3_h8_L[32]_strict_seed43_ablation_wd_l32_fc3_h8.pth
fc3_h8,8,weight_decay,32,16,44,normal,88.330000,mnist-checkpoints/fc3_h8_L[32]_strict_seed44_ablation_wd_l32_fc3_h8.pth
fc3_h8,8,weight_decay,32,32,40,normal,92.820000,mnist-checkpoints/fc3_h8_L[32]_strict_seed40_ablation_wd_l32_fc3_h8.pth
fc3_h8,8,weight_decay,32,32,41,normal,71.730000,mnist-checkpoints/fc3_h8_L[32]_strict_seed41_ablation_wd_l32_fc3_h8.pth
fc3_h8,8,weight_decay,32,32,42,normal,84.520000,mnist-checkpoints/fc3_h8_L[32]_strict_seed42_ablation_wd_l32_fc3_h8.pth
fc3_h8,8,weight_decay,32,32,43,normal,83.680000,mnist-checkpoints/fc3_h8_L[32]_strict_seed43_ablation_wd_l32_fc3_h8.pth
fc3_h8,8,weight_decay,32,32,44,normal,88.630000,mnist-checkpoints/fc3_h8_L[32]_strict_seed44_ablation_wd_l32_fc3_h8.pth
fc3_h16,16,weight_decay,2,2,40,normal,94.060000,mnist-checkpoints/fc3_h16_L[2]_strict_seed40_ablation_wd_l2_fc3_h16.pth
fc3_h16,16,weight_decay,2,2,41,normal,94.630000,mnist-checkpoints/fc3_h16_L[2]_strict_seed41_ablation_wd_l2_fc3_h16.pth
fc3_h16,16,weight_decay,2,2,42,normal,93.790000,mnist-checkpoints/fc3_h16_L[2]_strict_seed42_ablation_wd_l2_fc3_h16.pth
fc3_h16,16,weight_decay,2,2,43,normal,94.730000,mnist-checkpoints/fc3_h16_L[2]_strict_seed43_ablation_wd_l2_fc3_h16.pth
fc3_h16,16,weight_decay,2,2,44,normal,94.380000,mnist-checkpoints/fc3_h16_L[2]_strict_seed44_ablation_wd_l2_fc3_h16.pth
fc3_h16,16,weight_decay,2,4,40,normal,95.010000,mnist-checkpoints/fc3_h16_L[2]_strict_seed40_ablation_wd_l2_fc3_h16.pth
fc3_h16,16,weight_decay,2,4,41,normal,95.570000,mnist-checkpoints/fc3_h16_L[2]_strict_seed41_ablation_wd_l2_fc3_h16.pth
fc3_h16,16,weight_decay,2,4,42,normal,94.230000,mnist-checkpoints/fc3_h16_L[2]_strict_seed42_ablation_wd_l2_fc3_h16.pth
fc3_h16,16,weight_decay,2,4,43,normal,95.450000,mnist-checkpoints/fc3_h16_L[2]_strict_seed43_ablation_wd_l2_fc3_h16.pth
fc3_h16,16,weight_decay,2,4,44,normal,95.230000,mnist-checkpoints/fc3_h16_L[2]_strict_seed44_ablation_wd_l2_fc3_h16.pth
fc3_h16,16,weight_decay,2,8,40,normal,95.220000,mnist-checkpoints/fc3_h16_L[2]_strict_seed40_ablation_wd_l2_fc3_h16.pth
fc3_h16,16,weight_decay,2,8,41,normal,95.830000,mnist-checkpoints/fc3_h16_L[2]_strict_seed41_ablation_wd_l2_fc3_h16.pth
fc3_h16,16,weight_decay,2,8,42,normal,94.630000,mnist-checkpoints/fc3_h16_L[2]_strict_seed42_ablation_wd_l2_fc3_h16.pth
fc3_h16,16,weight_decay,2,8,43,normal,95.700000,mnist-checkpoints/fc3_h16_L[2]_strict_seed43_ablation_wd_l2_fc3_h16.pth
fc3_h16,16,weight_decay,2,8,44,normal,95.330000,mnist-checkpoints/fc3_h16_L[2]_strict_seed44_ablation_wd_l2_fc3_h16.pth
fc3_h16,16,weight_decay,2,16,40,normal,95.260000,mnist-checkpoints/fc3_h16_L[2]_strict_seed40_ablation_wd_l2_fc3_h16.pth
fc3_h16,16,weight_decay,2,16,41,normal,95.820000,mnist-checkpoints/fc3_h16_L[2]_strict_seed41_ablation_wd_l2_fc3_h16.pth
fc3_h16,16,weight_decay,2,16,42,normal,94.480000,mnist-checkpoints/fc3_h16_L[2]_strict_seed42_ablation_wd_l2_fc3_h16.pth
fc3_h16,16,weight_decay,2,16,43,normal,95.760000,mnist-checkpoints/fc3_h16_L[2]_strict_seed43_ablation_wd_l2_fc3_h16.pth
fc3_h16,16,weight_decay,2,16,44,normal,95.390000,mnist-checkpoints/fc3_h16_L[2]_strict_seed44_ablation_wd_l2_fc3_h16.pth
fc3_h16,16,weight_decay,2,32,40,normal,95.260000,mnist-checkpoints/fc3_h16_L[2]_strict_seed40_ablation_wd_l2_fc3_h16.pth
fc3_h16,16,weight_decay,2,32,41,normal,95.800000,mnist-checkpoints/fc3_h16_L[2]_strict_seed41_ablation_wd_l2_fc3_h16.pth
fc3_h16,16,weight_decay,2,32,42,normal,94.570000,mnist-checkpoints/fc3_h16_L[2]_strict_seed42_ablation_wd_l2_fc3_h16.pth
fc3_h16,16,weight_decay,2,32,43,normal,95.720000,mnist-checkpoints/fc3_h16_L[2]_strict_seed43_ablation_wd_l2_fc3_h16.pth
fc3_h16,16,weight_decay,2,32,44,normal,95.330000,mnist-checkpoints/fc3_h16_L[2]_strict_seed44_ablation_wd_l2_fc3_h16.pth
fc3_h16,16,weight_decay,4,2,40,normal,86.220000,mnist-checkpoints/fc3_h16_L[4]_strict_seed40_ablation_wd_l4_fc3_h16.pth
fc3_h16,16,weight_decay,4,2,41,normal,91.920000,mnist-checkpoints/fc3_h16_L[4]_strict_seed41_ablation_wd_l4_fc3_h16.pth
fc3_h16,16,weight_decay,4,2,42,normal,92.820000,mnist-checkpoints/fc3_h16_L[4]_strict_seed42_ablation_wd_l4_fc3_h16.pth
fc3_h16,16,weight_decay,4,2,43,normal,93.980000,mnist-checkpoints/fc3_h16_L[4]_strict_seed43_ablation_wd_l4_fc3_h16.pth
fc3_h16,16,weight_decay,4,2,44,normal,92.540000,mnist-checkpoints/fc3_h16_L[4]_strict_seed44_ablation_wd_l4_fc3_h16.pth
fc3_h16,16,weight_decay,4,4,40,normal,91.050000,mnist-checkpoints/fc3_h16_L[4]_strict_seed40_ablation_wd_l4_fc3_h16.pth
fc3_h16,16,weight_decay,4,4,41,normal,94.530000,mnist-checkpoints/fc3_h16_L[4]_strict_seed41_ablation_wd_l4_fc3_h16.pth
fc3_h16,16,weight_decay,4,4,42,normal,95.010000,mnist-checkpoints/fc3_h16_L[4]_strict_seed42_ablation_wd_l4_fc3_h16.pth
fc3_h16,16,weight_decay,4,4,43,normal,95.830000,mnist-checkpoints/fc3_h16_L[4]_strict_seed43_ablation_wd_l4_fc3_h16.pth
fc3_h16,16,weight_decay,4,4,44,normal,94.960000,mnist-checkpoints/fc3_h16_L[4]_strict_seed44_ablation_wd_l4_fc3_h16.pth
fc3_h16,16,weight_decay,4,8,40,normal,92.120000,mnist-checkpoints/fc3_h16_L[4]_strict_seed40_ablation_wd_l4_fc3_h16.pth
fc3_h16,16,weight_decay,4,8,41,normal,95.040000,mnist-checkpoints/fc3_h16_L[4]_strict_seed41_ablation_wd_l4_fc3_h16.pth
fc3_h16,16,weight_decay,4,8,42,normal,95.460000,mnist-checkpoints/fc3_h16_L[4]_strict_seed42_ablation_wd_l4_fc3_h16.pth
fc3_h16,16,weight_decay,4,8,43,normal,96.230000,mnist-checkpoints/fc3_h16_L[4]_strict_seed43_ablation_wd_l4_fc3_h16.pth
fc3_h16,16,weight_decay,4,8,44,normal,95.350000,mnist-checkpoints/fc3_h16_L[4]_strict_seed44_ablation_wd_l4_fc3_h16.pth
fc3_h16,16,weight_decay,4,16,40,normal,92.100000,mnist-checkpoints/fc3_h16_L[4]_strict_seed40_ablation_wd_l4_fc3_h16.pth
fc3_h16,16,weight_decay,4,16,41,normal,95.030000,mnist-checkpoints/fc3_h16_L[4]_strict_seed41_ablation_wd_l4_fc3_h16.pth
fc3_h16,16,weight_decay,4,16,42,normal,95.610000,mnist-checkpoints/fc3_h16_L[4]_strict_seed42_ablation_wd_l4_fc3_h16.pth
fc3_h16,16,weight_decay,4,16,43,normal,96.350000,mnist-checkpoints/fc3_h16_L[4]_strict_seed43_ablation_wd_l4_fc3_h16.pth
fc3_h16,16,weight_decay,4,16,44,normal,95.490000,mnist-checkpoints/fc3_h16_L[4]_strict_seed44_ablation_wd_l4_fc3_h16.pth
fc3_h16,16,weight_decay,4,32,40,normal,92.180000,mnist-checkpoints/fc3_h16_L[4]_strict_seed40_ablation_wd_l4_fc3_h16.pth
fc3_h16,16,weight_decay,4,32,41,normal,94.960000,mnist-checkpoints/fc3_h16_L[4]_strict_seed41_ablation_wd_l4_fc3_h16.pth
fc3_h16,16,weight_decay,4,32,42,normal,95.620000,mnist-checkpoints/fc3_h16_L[4]_strict_seed42_ablation_wd_l4_fc3_h16.pth
fc3_h16,16,weight_decay,4,32,43,normal,96.330000,mnist-checkpoints/fc3_h16_L[4]_strict_seed43_ablation_wd_l4_fc3_h16.pth
fc3_h16,16,weight_decay,4,32,44,normal,95.500000,mnist-checkpoints/fc3_h16_L[4]_strict_seed44_ablation_wd_l4_fc3_h16.pth
fc3_h16,16,weight_decay,8,2,40,normal,86.470000,mnist-checkpoints/fc3_h16_L[8]_strict_seed40_ablation_wd_l8_fc3_h16.pth
fc3_h16,16,weight_decay,8,2,41,normal,90.500000,mnist-checkpoints/fc3_h16_L[8]_strict_seed41_ablation_wd_l8_fc3_h16.pth
fc3_h16,16,weight_decay,8,2,42,normal,84.990000,mnist-checkpoints/fc3_h16_L[8]_strict_seed42_ablation_wd_l8_fc3_h16.pth
fc3_h16,16,weight_decay,8,2,43,normal,90.420000,mnist-checkpoints/fc3_h16_L[8]_strict_seed43_ablation_wd_l8_fc3_h16.pth
fc3_h16,16,weight_decay,8,2,44,normal,84.340000,mnist-checkpoints/fc3_h16_L[8]_strict_seed44_ablation_wd_l8_fc3_h16.pth
fc3_h16,16,weight_decay,8,4,40,normal,91.240000,mnist-checkpoints/fc3_h16_L[8]_strict_seed40_ablation_wd_l8_fc3_h16.pth
